Ensembl	Gene_Name	PROBE_ID	nuID	Average_lumi	p.value	Fold_Change	q.value	DE	Probes_per_gene	Multiple_probes	Biotype	Chr	Gene_start	Gene_Description
ENSMUSG00000028962	Slc4a2	ILMN_1239662	B8Lgw.AlV91c15LAuc	8.89	6.1529E-01	1.01	3.7906E-01	0	1	N/A	protein_coding	5	23929655	"solute carrier family 4 (anion exchanger), member 2 Gene [Source:MGI (curated);Acc:MGI:109351]"
ENSMUSG00000027131	Tmem85	ILMN_2809239	luiCJde64pS7kk7xJI	8.94	6.1521E-01	1.03	3.7906E-01	0	2	N/A	protein_coding	2	112203168	transmembrane protein 85 Gene [Source:MGI (curated);Acc:MGI:1915282]
ENSMUSG00000079879	AC134437.1	ILMN_3149251	NpjCE.vvSo.rDupeR0	9.56	6.1590E-01	0.95	3.7949E-01	0	2	N/A	protein_coding	19	10132858	Putative uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:Q3TRN0]
ENSMUSG00000022295	Atp6v1c1	ILMN_1217272	QX1XI4P3TutTN0E.n8	9.09	6.1650E-01	1.03	3.7949E-01	0	1	N/A	protein_coding	15	38591699	"ATPase, H+ transporting, lysosomal V1 subunit C1 Gene [Source:MGI Symbol;Acc:MGI:1913585]"
ENSMUSG00000090158	Csprs	ILMN_2881810	uZAfzOVSxKoEUqUwCo	10.06	6.1607E-01	1.05	3.7949E-01	0	1	N/A	protein_coding	1	85209225	component of Sp100-rs Gene [Source:MGI Symbol;Acc:MGI:1891441]
ENSMUSG00000021488	Nsd1	ILMN_2600763	lQEdK5.SP0t2pLoTKg	8.94	6.1568E-01	0.99	3.7949E-01	0	2	N/A	protein_coding	13	55311143	nuclear receptor-binding SET-domain protein 1 Gene [Source:MGI Symbol;Acc:MGI:1276545]
ENSMUSG00000003363	Pld3	ILMN_2784950	H.inSVhoStAl9Sl1_g	8.93	6.1570E-01	1.05	3.7949E-01	0	2	N/A	protein_coding	7	28317019	"phospholipase D family, member 3 Gene [Source:MGI (curated);Acc:MGI:1333782]"
ENSMUSG00000030279	5730419I09Rik	ILMN_2889313	ZtyCKfp1BKoiHnug7M	8.99	6.1703E-01	0.97	3.7980E-01	0	1	N/A	protein_coding	6	142959470	RIKEN cDNA 5730419I09 gene Gene [Source:MGI Symbol;Acc:MGI:1921991]
ENSMUSG00000072548	AC164155.3	ILMN_2862280	HrtIVJT9JIp3CLulZY	8.93	6.1708E-01	0.97	3.7980E-01	0	1	N/A	protein_coding	14	53522431	Putative uncharacterized protein Gm8683  [Source:UniProtKB/TrEMBL;Acc:D3YYC6]
ENSMUSG00000029033	Acap3	ILMN_1236232	inrHdRXuVDvf7x4ij8	9.24	6.1720E-01	0.98	3.7980E-01	0	2	N/A	protein_coding	4	155265984	"ArfGAP with coiled-coil, ankyrin repeat and PH domains 3 Gene [Source:MGI (curated);Acc:MGI:2153589]"
ENSMUSG00000025967	Eef1b2	ILMN_2708644	xUSguieSOcKOOGE_N0	8.99	6.1692E-01	0.97	3.7980E-01	0	3	N/A	protein_coding	1	63223399	eukaryotic translation elongation factor 1 beta 2 Gene [Source:MGI (curated);Acc:MGI:1929520]
ENSMUSG00000037370	Enpp1	ILMN_1231851	ooudZfItdJ8THl0yl4	10.78	6.1746E-01	0.98	3.7980E-01	0	1	N/A	protein_coding	10	24357720	ectonucleotide pyrophosphatase/phosphodiesterase 1 Gene [Source:MGI (curated);Acc:MGI:97370]
ENSMUSG00000041957	Pkp2	ILMN_2927565	cUUr5FLOg0v8V7kjDo	8.89	6.1730E-01	1.03	3.7980E-01	0	3	N/A	protein_coding	16	16213411	plakophilin 2 Gene [Source:MGI (curated);Acc:MGI:1914701]
ENSMUSG00000020794	Ube2g1	ILMN_2443644	0Y4fSKKrTRyuf7X.7E	9.26	6.1722E-01	1.02	3.7980E-01	0	3	N/A	protein_coding	11	72420785	"ubiquitin-conjugating enzyme E2G 1 (UBC7 homolog, C. elegans) Gene [Source:MGI (curated);Acc:MGI:1914378]"
ENSMUSG00000000561	Wdr77	ILMN_2820260	iunR7Tp9ADFS4qUoj4	9.01	6.1662E-01	1.03	3.7980E-01	0	3	N/A	protein_coding	3	105762287	WD repeat domain 77 Gene [Source:MGI (curated);Acc:MGI:1917715]
ENSMUSG00000027247	Arhgap1	ILMN_2786160	xrXtLe6SqGd8e4Ny70	8.99	6.1789E-01	1.04	3.8031E-01	0	2	N/A	protein_coding	2	91490017	Rho GTPase activating protein 1 Gene [Source:MGI (curated);Acc:MGI:2445003]
ENSMUSG00000018160	Med1	ILMN_1220563	0R61SSO0sxAEw0NXqQ	9.26	6.1791E-01	0.96	3.8031E-01	0	2	N/A	protein_coding	11	98013468	mediator complex subunit 1 Gene [Source:MGI (curated);Acc:MGI:1100846]
ENSMUSG00000025364	Pa2g4	ILMN_1248733	EpeAOAH0bl.9LiugaY	8.89	6.1813E-01	0.96	3.8031E-01	0	1	N/A	protein_coding	10	127994822	proliferation-associated 2G4 Gene [Source:MGI (curated);Acc:MGI:894684]
ENSMUSG00000059820	AU019823	ILMN_2875915	ElI7lc1fjziSuWX.qs	8.89	6.1891E-01	0.97	3.8077E-01	0	1	N/A	protein_coding	9	50413345	"expressed sequence AU019823 (AU019823), transcript variant 2, mRNA [Source:RefSeq DNA;Acc:NM_212449]"
ENSMUSG00000027184	Caprin1	ILMN_1247066	ZOjow0wR.60Tv915Jc	8.99	6.1863E-01	1.04	3.8077E-01	0	2	N/A	protein_coding	2	103603098	cell cycle associated protein 1 Gene [Source:MGI (curated);Acc:MGI:1858234]
ENSMUSG00000032750	Gab3	ILMN_1226514	NSfo8.pXofQ9BNFJV4	9.56	6.1905E-01	0.98	3.8077E-01	0	3	N/A	protein_coding	X	72212182	growth factor receptor bound protein 2-associated protein 3 Gene [Source:MGI (curated);Acc:MGI:2387324]
ENSMUSG00000025139	Tollip	ILMN_1229720	xl8T5bx._.3iDeRFa8	8.99	6.1921E-01	0.97	3.8077E-01	0	2	N/A	protein_coding	7	149060718	toll interacting protein Gene [Source:MGI (curated);Acc:MGI:1891808]
ENSMUSG00000039781	Azi1	ILMN_1244993	ETd4vcLhNlfqOGJQl4	8.89	6.2027E-01	0.98	3.8105E-01	0	1	N/A	protein_coding	11	119925744	5-azacytidine induced gene 1 Gene [Source:MGI (curated);Acc:MGI:107440]
ENSMUSG00000022483	Col2a1	ILMN_2759142	cV4KOnkYBEesLqkIW0	8.89	6.1958E-01	0.98	3.8105E-01	0	1	N/A	protein_coding	15	97805402	"collagen, type II, alpha 1 Gene [Source:MGI (curated);Acc:MGI:88452]"
ENSMUSG00000010663	Fads1	ILMN_2607786	BJcO0s3u7lDnvFE164	8.89	6.1965E-01	1.02	3.8105E-01	0	1	N/A	protein_coding	19	10257429	fatty acid desaturase 1 Gene [Source:MGI Symbol;Acc:MGI:1923517]
ENSMUSG00000042686	Jph1	ILMN_1217728	EU04_160574M_r6U98	8.89	6.1994E-01	1.03	3.8105E-01	0	1	N/A	protein_coding	1	16987445	junctophilin 1 Gene [Source:MGI Symbol;Acc:MGI:1891495]
ENSMUSG00000029156	Sgcb	ILMN_1255256	NXqiRR7tzzsd1M.Co0	9.56	6.1966E-01	0.93	3.8105E-01	0	1	N/A	protein_coding	5	74026490	"sarcoglycan, beta (dystrophin-associated glycoprotein) Gene [Source:MGI Symbol;Acc:MGI:1346523]"
ENSMUSG00000021139	Synj2bp	ILMN_1252068	WqEjQSzt1BhLpNxtJY	8.99	6.2031E-01	0.94	3.8105E-01	0	3	N/A	protein_coding	12	82459850	COX16 cytochrome c oxidase assembly homolog (S. cerevisiae) Gene [Source:MGI Symbol;Acc:MGI:1913522]
ENSMUSG00000035517	Tdrd7	ILMN_2818678	unc3bIRtnlYR4Rej04	10.06	6.2028E-01	1.03	3.8105E-01	0	1	N/A	protein_coding	4	45978206	tudor domain containing 7 Gene [Source:MGI (curated);Acc:MGI:2140279]
ENSMUSG00000035443	Thyn1	ILMN_2987062	KIKICfns1F6rbuRo68	8.94	6.1993E-01	0.96	3.8105E-01	0	1	N/A	protein_coding	9	26807295	thymocyte nuclear protein 1 Gene [Source:MGI Symbol;Acc:MGI:1925112]
ENSMUSG00000046351	Zfp322a	ILMN_2462791	EuriDezM570y_BRPug	8.89	6.2048E-01	1.03	3.8105E-01	0	1	N/A	protein_coding	13	23444972	zinc finger protein 322A Gene [Source:MGI (curated);Acc:MGI:2442566]
ENSMUSG00000003762	Adck4	ILMN_1214631	E_jf6lXovJ1eNcLiQU	8.89	6.2114E-01	0.95	3.8137E-01	0	1	N/A	protein_coding	7	28018042	aarF domain containing kinase 4 Gene [Source:MGI (curated);Acc:MGI:1924139]
ENSMUSG00000049957	Ccdc137	ILMN_1217150	fgTJHrx5mtpa3yKdqE	8.89	6.2057E-01	0.98	3.8137E-01	0	3	N/A	protein_coding	11	120319429	coiled-coil domain containing 137 Gene [Source:MGI (curated);Acc:MGI:1914541]
ENSMUSG00000063564	Col23a1	ILMN_2650447	3rGhFOBeCnjVUkJeJA	9.26	6.2146E-01	0.97	3.8137E-01	0	1	N/A	protein_coding	11	51103422	"collagen, type XXIII, alpha 1 Gene [Source:MGI (curated);Acc:MGI:2653243]"
ENSMUSG00000049439	Cyp20a1	ILMN_2715585	urRNJCoIJ_jR7dQCEc	10.06	6.2118E-01	1.02	3.8137E-01	0	1	N/A	protein_coding	1	60400167	"cytochrome P450, family 20, subfamily A, polypeptide 1 Gene [Source:MGI (curated);Acc:MGI:1925201]"
ENSMUSG00000031295	Phka2	ILMN_2756176	laqTTU7oUjLknpQ0ns	8.94	6.2065E-01	1.02	3.8137E-01	0	2	N/A	protein_coding	X	156940098	phosphorylase kinase alpha 2 Gene [Source:MGI (curated);Acc:MGI:97577]
ENSMUSG00000024091	Vapa	ILMN_2485148	Bfxf5wzTpIP.fNX7ik	8.89	6.2085E-01	1.12	3.8137E-01	0	1	N/A	protein_coding	17	65929396	"vesicle-associated membrane protein, associated protein A Gene [Source:MGI Symbol;Acc:MGI:1353561]"
ENSMUSG00000045252	Zfp574	ILMN_1216308	fKkfVH9Re.rrdQOCS0	8.89	6.2073E-01	1.03	3.8137E-01	0	1	N/A	protein_coding	7	25862319	zinc finger protein 574 Gene [Source:MGI Symbol;Acc:MGI:2442951]
ENSMUSG00000058192	Zfp846	ILMN_2776139	0qHxHHCC0KDuQSVUHs	9.26	6.2078E-01	0.98	3.8137E-01	0	1	N/A	protein_coding	9	20385769	zinc finger protein 846 Gene [Source:MGI (curated);Acc:MGI:1924012]
ENSMUSG00000022323	Hrsp12	ILMN_2610706	QE.ehKyl6NfUuhJ_5Q	9.09	6.2228E-01	0.95	3.8187E-01	0	2	N/A	protein_coding	15	34413776	heat-responsive protein 12 Gene [Source:MGI (curated);Acc:MGI:1095401]
ENSMUSG00000028655	Mfsd2a	ILMN_1225764	QKnnHuDOUKHh6lydoE	9.09	6.2173E-01	1.02	3.8187E-01	0	1	N/A	protein_coding	4	122624093	major facilitator superfamily domain containing 2A Gene [Source:MGI (curated);Acc:MGI:1923824]
ENSMUSG00000031379	Pir	ILMN_2640551	fSA5AA6.4qpSBegtAg	8.93	6.2184E-01	1.02	3.8187E-01	0	1	N/A	protein_coding	X	160707303	pirin Gene [Source:MGI (curated);Acc:MGI:1916906]
ENSMUSG00000031378	Abcd1	ILMN_1245447	x_3A_UE4sV5SRKK4eo	8.99	6.2261E-01	0.98	3.8226E-01	0	1	N/A	protein_coding	X	70961936	"ATP-binding cassette, sub-family D (ALD), member 1 Gene [Source:MGI (curated);Acc:MGI:1349215]"
ENSMUSG00000039952	Dag1	ILMN_2724585	loouUkMvTLALe6ndAk	8.94	6.2303E-01	1.02	3.8226E-01	0	2	N/A	protein_coding	9	108108289	dystroglycan 1 Gene [Source:MGI Symbol;Acc:MGI:101864]
ENSMUSG00000013787	Ehmt2	ILMN_3147724	KhP3U0iFUsKXoK2OlU	8.94	6.2332E-01	0.97	3.8226E-01	0	2	N/A	protein_coding	17	35035414	euchromatic histone lysine N-methyltransferase 2 Gene [Source:MGI (curated);Acc:MGI:2148922]
ENSMUSG00000020321	Mdh1	ILMN_2631021	0iXLFASww5xPQPuBJA	9.26	6.2279E-01	0.94	3.8226E-01	0	3	N/A	protein_coding	11	21456790	"malate dehydrogenase 1, NAD (soluble) Gene [Source:MGI (curated);Acc:MGI:97051]"
ENSMUSG00000031760	Mt3	ILMN_2764651	0KBQnGmnnoejOhXiF4	9.26	6.2309E-01	0.97	3.8226E-01	0	1	N/A	protein_coding	8	96676644	metallothionein 3 Gene [Source:MGI Symbol;Acc:MGI:97173]
ENSMUSG00000026466	Tor1aip1	ILMN_2751215	3wLQvRSdyR5SdcQUTo	9.27	6.2282E-01	1.02	3.8226E-01	0	1	N/A	protein_coding	1	157853364	torsin A interacting protein 1 Gene [Source:MGI (curated);Acc:MGI:3582693]
ENSMUSG00000046836	0610010K06Rik	ILMN_2637698	TpTvRuNk4kt__PsCcE	10.06	6.2440E-01	0.98	3.8254E-01	0	1	N/A	protein_coding	NT_165754	249690	RIKEN cDNA 0610010K06 gene Gene [Source:MGI Symbol;Acc:MGI:1918928]
ENSMUSG00000025510	Cd151	ILMN_2492403	ijeSwt6ogXixFHEb6s	9.24	6.2410E-01	1.04	3.8254E-01	0	4	N/A	protein_coding	7	148653292	CD151 antigen Gene [Source:MGI Symbol;Acc:MGI:1096360]
ENSMUSG00000006134	Crkl	ILMN_2621338	3q.V.1Qh74UkIdwoMc	9.26	6.2415E-01	0.98	3.8254E-01	0	1	N/A	protein_coding	16	17452080	v-crk sarcoma virus CT10 oncogene homolog (avian)-like Gene [Source:MGI (curated);Acc:MGI:104686]
ENSMUSG00000024190	Dusp1	ILMN_2622983	HAyFSJK.n9pHhIQJS4	8.93	6.2352E-01	1.03	3.8254E-01	0	1	N/A	protein_coding	17	26642535	dual specificity phosphatase 1 Gene [Source:MGI (curated);Acc:MGI:105120]
ENSMUSG00000031748	Gnao1	ILMN_2773191	HsUJV7cFxhVIuHhp7s	9.24	6.2373E-01	0.97	3.8254E-01	0	2	N/A	protein_coding	8	96333866	"guanine nucleotide binding protein, alpha O Gene [Source:MGI (curated);Acc:MGI:95775]"
ENSMUSG00000041658	Rragb	ILMN_2923671	iij55C.ClJe3EyorUo	9.24	6.2373E-01	1.04	3.8254E-01	0	1	N/A	protein_coding	X	149574524	Ras-related GTP binding B Gene [Source:MGI (curated);Acc:MGI:3038613]
ENSMUSG00000024736	Tmem132a	ILMN_2750588	foqZOVfPzqBR9Pce_o	8.89	6.2409E-01	1.05	3.8254E-01	0	2	N/A	protein_coding	19	10932312	transmembrane protein 132A Gene [Source:MGI (curated);Acc:MGI:2147810]
ENSMUSG00000027506	Tpd52	ILMN_3091288	HOE55T16_edo5DoBzk	8.93	6.2378E-01	0.96	3.8254E-01	0	2	N/A	protein_coding	3	8928626	tumor protein D52 Gene [Source:MGI (curated);Acc:MGI:107749]
ENSMUSG00000022635	Zcrb1	ILMN_2791551	QFSqtXYXSOPUhhQowI	9.09	6.2438E-01	1.05	3.8254E-01	0	2	N/A	protein_coding	15	93216528	zinc finger CCHC-type and RNA binding motif 1 Gene [Source:MGI (curated);Acc:MGI:1914447]
ENSMUSG00000078651	Aoc2	ILMN_2694842	EJux.iKhSjlqd5JNBU	8.89	6.2532E-01	0.98	3.8286E-01	0	3	N/A	protein_coding	11	101186377	"amine oxidase, copper containing 2 (retina-specific) Gene [Source:MGI (curated);Acc:MGI:2668431]"
ENSMUSG00000039358	Drd5	ILMN_2644432	0fkq8qnRoolRe3.5.U	9.26	6.2480E-01	0.97	3.8286E-01	0	1	N/A	protein_coding	5	38710748	dopamine receptor D5 Gene [Source:MGI Symbol;Acc:MGI:94927]
ENSMUSG00000001542	Ell2	ILMN_2628426	Wc0ft807qBMLzutAMw	10.06	6.2547E-01	0.95	3.8286E-01	0	1	N/A	protein_coding	13	75844932	elongation factor RNA polymerase II 2 Gene [Source:MGI Symbol;Acc:MGI:2183438]
ENSMUSG00000034520	Gjc1	ILMN_2752275	N1SkTvdJDDkvkgf0r4	8.94	6.2509E-01	1.02	3.8286E-01	0	1	N/A	protein_coding	11	102660893	"gap junction protein, gamma 1 Gene [Source:MGI (curated);Acc:MGI:95718]"
ENSMUSG00000024188	Luc7l	ILMN_3162618	HPUOkIeTZoraKIKKek	8.93	6.2453E-01	1.03	3.8286E-01	0	2	N/A	protein_coding	17	26389855	Luc7 homolog (S. cerevisiae)-like Gene [Source:MGI (curated);Acc:MGI:1914228]
ENSMUSG00000028098	Rnf115	ILMN_1237551	BpQBB8v6grI_7.E9yY	8.89	6.2460E-01	1.04	3.8286E-01	0	1	N/A	protein_coding	3	96531615	ring finger protein 115 Gene [Source:MGI Symbol;Acc:MGI:1915095]
ENSMUSG00000029141	Slc4a1ap	ILMN_2969435	r6cePp0i1QKCFO6Fko	9.09	6.2520E-01	0.95	3.8286E-01	0	1	N/A	protein_coding	5	31829368	"solute carrier family 4 (anion exchanger), member 1, adaptor protein Gene [Source:MGI (curated);Acc:MGI:1196608]"
ENSMUSG00000041096	Tspyl2	ILMN_1216663	cUglWVf1W4V0GJcMAc	8.89	6.2503E-01	0.95	3.8286E-01	0	1	N/A	protein_coding	X	148771395	TSPY-like 2 Gene [Source:MGI (curated);Acc:MGI:106244]
ENSMUSG00000061759	1700052N19Rik	ILMN_2985579	c5H6.p34vLpUuBE5fs	8.89	6.2646E-01	1.03	3.8310E-01	0	2	N/A	protein_coding	10	5891400	RIKEN cDNA 1700052N19 gene Gene [Source:MGI Symbol;Acc:MGI:1920669]
ENSMUSG00000031938	4931406C07Rik	ILMN_2612325	TVDpDCO6tygd.IHCVw	10.06	6.2629E-01	0.97	3.8310E-01	0	1	N/A	protein_coding	9	15087783	RIKEN cDNA 4931406C07 gene Gene [Source:MGI Symbol;Acc:MGI:1918234]
ENSMUSG00000008036	Ap2s1	ILMN_1212941	9I716SiI1iIUlIYK54	8.89	6.2639E-01	1.03	3.8310E-01	0	3	N/A	protein_coding	7	17323759	"adaptor-related protein complex 2, sigma 1 subunit Gene [Source:MGI (curated);Acc:MGI:2141861]"
ENSMUSG00000024121	Atp6v0c	ILMN_1239946	NIOByL7T.3fR6O.PzA	8.94	6.2635E-01	1.03	3.8310E-01	0	1	N/A	protein_coding	17	24300833	"ATPase, H+ transporting, lysosomal V0 subunit C Gene [Source:MGI (curated);Acc:MGI:88116]"
ENSMUSG00000027905	Ddx20	ILMN_2749303	Zqv66T.ooH4ih_Kf3E	8.99	6.2594E-01	1.02	3.8310E-01	0	1	N/A	protein_coding	3	105481188	DEAD (Asp-Glu-Ala-Asp) box polypeptide 20 Gene [Source:MGI (curated);Acc:MGI:1858415]
ENSMUSG00000025980	Hspd1	ILMN_2713841	ur9f4YzMOvx57T7U5c	10.06	6.2592E-01	0.96	3.8310E-01	0	2	N/A	protein_coding	1	55134679	heat shock protein 1 (chaperonin) Gene [Source:MGI (curated);Acc:MGI:96242]
ENSMUSG00000001105	Ift20	ILMN_2671767	9utw_J__NJ_UCCSIGI	8.89	6.2569E-01	0.95	3.8310E-01	0	2	N/A	protein_coding	11	78349863	intraflagellar transport 20 homolog (Chlamydomonas) Gene [Source:MGI (curated);Acc:MGI:1915585]
ENSMUSG00000037221	Mospd3	ILMN_2677531	uTrnXWheB3SeBUXRUU	10.06	6.2629E-01	0.97	3.8310E-01	0	2	N/A	protein_coding	5	138037873	motile sperm domain containing 3 Gene [Source:MGI (curated);Acc:MGI:1916179]
ENSMUSG00000048911	Rnf24	ILMN_2690715	udCFHgd87t.Cycij6s	10.06	6.2604E-01	0.97	3.8310E-01	0	2	N/A	protein_coding	2	131123800	ring finger protein 24 Gene [Source:MGI (curated);Acc:MGI:1261771]
ENSMUSG00000047888	Tnrc6b	ILMN_3109164	0M_FeDeFXO0VSgu5yo	9.26	6.2557E-01	1.02	3.8310E-01	0	1	N/A	protein_coding	15	80541749	trinucleotide repeat containing 6b Gene [Source:MGI Symbol;Acc:MGI:2443730]
ENSMUSG00000090125	AL606907.2	ILMN_1233172	QkmuXWmZLyZmaXod.8	9.09	6.2676E-01	1.02	3.8345E-01	0	1	N/A	pseudogene	4	124334950	N/A
ENSMUSG00000022610	Mapk12	ILMN_2697615	Btb6eTTpojjx6gjXvQ	8.89	6.2728E-01	0.98	3.8345E-01	0	2	N/A	protein_coding	15	88961015	mitogen-activated protein kinase 12 Gene [Source:MGI Symbol;Acc:MGI:1353438]
ENSMUSG00000033377	Palmd	ILMN_3126277	TeIluuVF4MF3goglGA	10.13	6.2737E-01	1.01	3.8345E-01	0	2	N/A	protein_coding	3	116621174	palmdelphin Gene [Source:MGI (curated);Acc:MGI:2148896]
ENSMUSG00000036733	Rbm42	ILMN_2709456	WrgY4TfpGJfSWfVNfU	8.99	6.2698E-01	0.95	3.8345E-01	0	2	N/A	protein_coding	7	31426013	RNA binding motif protein 42 Gene [Source:MGI (curated);Acc:MGI:1915285]
ENSMUSG00000032215	Rsl24d1	ILMN_3006534	uJEny.76lt4Xn0lPSU	10.06	6.2677E-01	1.03	3.8345E-01	0	1	N/A	protein_coding	9	72961279	ribosomal L24 domain containing 1 Gene [Source:MGI Symbol;Acc:MGI:2681840]
ENSMUSG00000024935	Slc1a1	ILMN_1229397	fQ7Hs_IR6yeElLvazI	8.93	6.2725E-01	0.97	3.8345E-01	0	2	N/A	protein_coding	19	28909539	"solute carrier family 1 (neuronal/epithelial high affinity glutamate transporter, system Xag), member 1 Gene [Source:MGI (curated);Acc:MGI:105083]"
ENSMUSG00000058420	Syt17	ILMN_2656996	BikQ_Nf.EODX0n0C9U	8.89	6.2693E-01	1.02	3.8345E-01	0	1	N/A	protein_coding	7	125524234	synaptotagmin XVII Gene [Source:MGI Symbol;Acc:MGI:104966]
ENSMUSG00000054604	Cggbp1	ILMN_2668387	ES1vFy5z3X7NSBHPAM	8.89	6.2801E-01	0.98	3.8383E-01	0	1	N/A	protein_coding	16	64851822	CGG triplet repeat binding protein 1 Gene [Source:MGI (curated);Acc:MGI:2146370]
ENSMUSG00000039059	Hrh3	ILMN_1256117	xUIY3qmOV.nlnt318M	8.99	6.2794E-01	0.96	3.8383E-01	0	1	N/A	protein_coding	2	179834174	histamine receptor H3 Gene [Source:MGI (curated);Acc:MGI:2139279]
ENSMUSG00000031948	Kars	ILMN_2606848	c1RJqeqTqT42nRTv3Q	8.89	6.2810E-01	0.97	3.8383E-01	0	1	N/A	protein_coding	8	114517345	lysyl-tRNA synthetase Gene [Source:MGI Symbol;Acc:MGI:1934754]
ENSMUSG00000027525	Phactr3	ILMN_1256544	Nsj3tAzMSn7l_EBy8U	9.56	6.2759E-01	1.02	3.8383E-01	0	1	N/A	protein_coding	2	177853680	phosphatase and actin regulator 3 Gene [Source:MGI (curated);Acc:MGI:1921439]
ENSMUSG00000032320	Rcn2	ILMN_2775778	0t8UfSONwOyPMH.pf8	9.26	6.2751E-01	1.02	3.8383E-01	0	1	N/A	protein_coding	9	55889652	reticulocalbin 2 Gene [Source:MGI (curated);Acc:MGI:1349765]
ENSMUSG00000058672	Tubb2a	ILMN_2485044	3Xf0I0Sz7dIDczgwAI	9.27	6.2802E-01	0.98	3.8383E-01	0	2	N/A	protein_coding	13	34166170	"tubulin, beta 2A Gene [Source:MGI Symbol;Acc:MGI:107861]"
ENSMUSG00000020491	2810021J22Rik	ILMN_2674668	o6t86i.wT_04tP31aU	9.56	6.2938E-01	0.97	3.8415E-01	0	1	N/A	protein_coding	11	58680718	RIKEN cDNA 2810021J22 gene Gene [Source:MGI Symbol;Acc:MGI:1917194]
ENSMUSG00000054374	9330176C04Rik	ILMN_3161528	Q.tEQnk9UheX_q3_yk	9.09	6.2857E-01	1.02	3.8415E-01	0	1	N/A	protein_coding	9	119129609	RIKEN cDNA 9330176C04 gene Gene [Source:MGI Symbol;Acc:MGI:1924762]
ENSMUSG00000047067	Dusp28	ILMN_2776681	up.q75VN_OssSgbceI	10.06	6.2909E-01	0.96	3.8415E-01	0	1	N/A	protein_coding	1	94803566	dual specificity phosphatase 28 Gene [Source:MGI Symbol;Acc:MGI:1914696]
ENSMUSG00000044465	Fam160a2	ILMN_1234685	cShGp1.87_ikukDof8	8.89	6.2894E-01	0.98	3.8415E-01	0	1	N/A	protein_coding	7	112527124	"family with sequence similarity 160, member A2 Gene [Source:MGI (curated);Acc:MGI:1921599]"
ENSMUSG00000001524	Gtf2h4	ILMN_2997308	fSFI9p7qJ6AqEh1r0c	8.93	6.2928E-01	1.02	3.8415E-01	0	1	N/A	protein_coding	17	35804683	"general transcription factor II H, polypeptide 4 Gene [Source:MGI (curated);Acc:MGI:1338799]"
ENSMUSG00000024525	Impa2	ILMN_2662160	9caWIY4guJRESdgpwA	8.89	6.2925E-01	0.98	3.8415E-01	0	1	N/A	protein_coding	18	67448877	inositol (myo)-1(or 4)-monophosphatase 2 Gene [Source:MGI Symbol;Acc:MGI:2149728]
ENSMUSG00000031447	Lamp1	ILMN_1237208	xVTP3ud5RW4nlH9cDI	8.99	6.2861E-01	0.94	3.8415E-01	0	1	N/A	protein_coding	8	13159272	lysosomal-associated membrane protein 1 Gene [Source:MGI Symbol;Acc:MGI:96745]
ENSMUSG00000032596	Uba7	ILMN_1230019	l4YrJRFGUUfpTBAd5M	8.94	6.2894E-01	1.02	3.8415E-01	0	1	N/A	protein_coding	9	107877898	cadherin-like 29 Gene [Source:MGI Symbol;Acc:MGI:2443519]
ENSMUSG00000033318	Gstt2	ILMN_2689880	ZMg61695BJ6KEL10qE	8.99	6.3042E-01	1.04	3.8465E-01	0	1	N/A	protein_coding	10	75294594	"glutathione S-transferase, theta 2 Gene [Source:MGI Symbol;Acc:MGI:106188]"
ENSMUSG00000035183	Slc24a5	ILMN_1236734	lugI6DrIqkAIIA9O30	8.94	6.2975E-01	0.98	3.8465E-01	0	1	N/A	protein_coding	2	124893860	"solute carrier family 24, member 5 Gene [Source:MGI (curated);Acc:MGI:2677271]"
ENSMUSG00000019505	Ubb	ILMN_2516699	Quk5I324IV4WkIU0X4	9.09	6.3040E-01	0.99	3.8465E-01	0	2	N/A	protein_coding	11	62364673	ubiquitin B Gene [Source:MGI (curated);Acc:MGI:98888]
ENSMUSG00000090156	AC159999.1	ILMN_2924041	6qkeKNIiidllUz3i_M	8.89	6.3058E-01	1.07	3.8503E-01	0	2	N/A	protein_coding	10	79594033	Protein Dos (Downstream of Stk11 protein) [Source:UniProtKB/Swiss-Prot;Acc:Q66L44]
ENSMUSG00000052488	Cherp	ILMN_2746924	TiddTcuSTfJ_qfc3og	10.13	6.3138E-01	1.02	3.8503E-01	0	1	N/A	protein_coding	8	74984388	calcium homeostasis endoplasmic reticulum protein Gene [Source:MGI Symbol;Acc:MGI:106417]
ENSMUSG00000034839	Larp6	ILMN_1219564	fZkKnXfCF0CiO5.OsA	8.93	6.3069E-01	0.98	3.8503E-01	0	2	N/A	protein_coding	9	60560796	"La ribonucleoprotein domain family, member 6 Gene [Source:MGI (curated);Acc:MGI:1914807]"
ENSMUSG00000001785	Pwp1	ILMN_2678502	9VMCX3ofCK1wPJDdEU	8.89	6.3067E-01	1.03	3.8503E-01	0	1	N/A	protein_coding	10	85334610	PWP1 homolog (S. cerevisiae) Gene [Source:MGI Symbol;Acc:MGI:1914735]
ENSMUSG00000022580	Rhpn1	ILMN_2746985	NpejedklxzJSd79ehk	9.56	6.3085E-01	0.97	3.8503E-01	0	3	N/A	protein_coding	15	75534710	"rhophilin, Rho GTPase binding protein 1 Gene [Source:MGI (curated);Acc:MGI:1098783]"
